#NettingSet,TradeType,Maturity,MaturityTime,NPV,NpvCurrency,NPV(Base),BaseCurrency,CE(Base)
CSA_87,,,,,,1061489.5828,USD,1079959.78089
CSA_80,,,,,,-530342.669865,USD,11733.462708
CSA_81,,,,,,-334754.741841,USD,481130.863874
CSA_82,,,,,,535515.896732,USD,583621.580806
CSA_83,,,,,,-206020.701642,USD,7218.138862
CSA_66,,,,,,517442.15324,USD,1145745.43328
CSA_67,,,,,,-302780.137248,USD,71102.429113
CSA_64,,,,,,-776804.446079,USD,52620.91459
CSA_65,,,,,,304586.255288,USD,431551.97567
CSA_62,,,,,,-8347.808675,USD,99682.303007
CSA_63,,,,,,444332.8274,USD,1182792.9627
CSA_60,,,,,,-812622.215658,USD,340815.485466
CSA_61,,,,,,-126183.227715,USD,7010.166955
CSA_68,,,,,,-157266.666094,USD,76930.091874
CSA_69,,,,,,-533164.094585,USD,202485.969291
CSA_122,,,,,,-62283.727122,USD,55582.657908
CSA_123,,,,,,-54594.873738,USD,22017.369769
CSA_120,,,,,,-357095.951295,USD,0.0
CSA_121,,,,,,451430.512634,USD,451430.512634
CSA_126,,,,,,194148.422978,USD,195970.027435
CSA_127,,,,,,1150163.72441,USD,1150163.72441
CSA_124,,,,,,-185657.237747,USD,50373.008493
CSA_125,,,,,,-384086.989409,USD,406090.62501
CSA_128,,,,,,2294884.58949,USD,2323547.90519
CSA_129,,,,,,62412.601042,USD,317928.538211
CSA_99,,,,,,-1180015.79497,USD,6355.496032
CSA_98,,,,,,17930.519195,USD,505475.801217
CSA_93,,,,,,-39766.10787,USD,431698.645248
CSA_92,,,,,,369485.120827,USD,719787.586069
CSA_91,,,,,,357679.701174,USD,936374.84622
CSA_90,,,,,,1536120.08503,USD,1539716.7448
CSA_97,,,,,,-143730.705567,USD,236779.059633
CSA_96,,,,,,1063772.9824,USD,1063772.9824
CSA_95,,,,,,524119.832484,USD,920620.107772
CSA_94,,,,,,-1351081.40039,USD,469560.763441
CSA_75,,,,,,1160391.96449,USD,1309333.5955
CSA_74,,,,,,432596.196936,USD,869532.381335
CSA_77,,,,,,-603296.809421,USD,104396.71879
CSA_76,,,,,,-549625.795345,USD,94850.692775
CSA_71,,,,,,-377248.461459,USD,30726.454863
CSA_70,,,,,,-1736046.32623,USD,59387.139336
CSA_73,,,,,,766725.50812,USD,788067.327581
CSA_72,,,,,,94342.776027,USD,231247.612747
CSA_79,,,,,,1168806.69239,USD,1494784.65569
CSA_78,,,,,,-86695.645365,USD,21691.343899
CSA_3,,,,,,697785.724995,USD,1039903.36912
CSA_2,,,,,,1022390.96356,USD,1043759.7602
CSA_1,,,,,,-1229268.00856,USD,134148.44359
CSA_7,,,,,,371349.988894,USD,716638.238363
CSA_6,,,,,,446605.685589,USD,527252.638502
CSA_5,,,,,,-145473.780544,USD,178116.659222
CSA_4,,,,,,3900.747296,USD,217312.231453
CSA_9,,,,,,299786.21047,USD,335416.823675
CSA_8,,,,,,-133218.770159,USD,432398.132221
