#NettingSet,TradeType,Maturity,MaturityTime,NPV,NpvCurrency,NPV(Base),BaseCurrency,CE(Base)
CSA_92,,,,,,68828.210792,USD,519162.747726
CSA_91,,,,,,510438.925804,USD,1131251.52212
CSA_90,,,,,,849670.692079,USD,851459.086757
CSA_97,,,,,,-666696.363845,USD,206704.393613
CSA_96,,,,,,1484377.14307,USD,1484390.85245
CSA_95,,,,,,739880.212428,USD,1332242.22149
CSA_94,,,,,,-1910795.57623,USD,596449.452724
CSA_75,,,,,,1058500.10554,USD,1283062.41559
CSA_74,,,,,,812119.116835,USD,889664.748872
CSA_77,,,,,,-78388.06678,USD,158886.859692
CSA_76,,,,,,-369241.634633,USD,349310.716555
CSA_71,,,,,,-572482.485856,USD,28186.322853
CSA_70,,,,,,-1276493.57263,USD,80630.812101
CSA_73,,,,,,1082180.32411,USD,1095531.48504
CSA_72,,,,,,60302.852039,USD,200167.793264
CSA_79,,,,,,1398805.56242,USD,1848221.87792
CSA_78,,,,,,-55283.399573,USD,15810.758088
CSA_3,,,,,,329140.17776,USD,668825.784889
CSA_2,,,,,,1201973.44379,USD,1278059.3312
CSA_1,,,,,,-1453896.23155,USD,302340.058094
CSA_7,,,,,,265102.443302,USD,412994.959492
CSA_6,,,,,,357133.089949,USD,465140.197814
CSA_5,,,,,,-476755.955125,USD,107311.843526
CSA_4,,,,,,208105.47766,USD,352577.577453
CSA_9,,,,,,550209.967359,USD,594387.879848
CSA_8,,,,,,136921.888875,USD,476168.035728
