Limits,NPV,CE,EEPE,Total Exposure,ColVA,CVA,DVA,FCA,FBA,FVA,IM
CSA_71,N/A,2500000,1250000,N/A,N/A,100000,100000,-200000,-200000,-400000,N/A
CSA_72,N/A,2500000,1250000,N/A,N/A,100000,100000,-200000,-200000,-400000,N/A
CSA_73,N/A,2500000,1250000,N/A,N/A,100000,100000,-200000,-200000,-400000,N/A
CSA_74,N/A,2500000,1250000,N/A,N/A,100000,100000,-200000,-200000,-400000,N/A
CSA_75,N/A,2500000,1250000,N/A,N/A,100000,100000,-200000,-200000,-400000,N/A
CSA_76,N/A,2500000,1250000,N/A,N/A,100000,100000,-200000,-200000,-400000,N/A
CSA_77,N/A,2500000,1250000,N/A,N/A,100000,100000,-200000,-200000,-400000,N/A
CSA_78,N/A,2500000,1250000,N/A,N/A,100000,100000,-200000,-200000,-400000,N/A
CSA_79,N/A,2500000,1250000,N/A,N/A,100000,100000,-200000,-200000,-400000,N/A
CSA_80,N/A,2500000,1250000,N/A,N/A,100000,100000,-200000,-200000,-400000,N/A
CSA_81,N/A,2500000,1250000,N/A,N/A,100000,100000,-200000,-200000,-400000,N/A
CSA_82,N/A,2500000,1250000,N/A,N/A,100000,100000,-200000,-200000,-400000,N/A
CSA_83,N/A,2500000,1250000,N/A,N/A,100000,100000,-200000,-200000,-400000,N/A
CSA_84,N/A,2500000,1250000,N/A,N/A,100000,100000,-200000,-200000,-400000,N/A
CSA_85,N/A,2500000,1250000,N/A,N/A,100000,100000,-200000,-200000,-400000,N/A
CSA_86,N/A,2500000,1250000,N/A,N/A,100000,100000,-200000,-200000,-400000,N/A
CSA_87,N/A,2500000,1250000,N/A,N/A,100000,100000,-200000,-200000,-400000,N/A
CSA_88,N/A,2500000,1250000,N/A,N/A,100000,100000,-200000,-200000,-400000,N/A
CSA_89,N/A,2500000,1250000,N/A,N/A,100000,100000,-200000,-200000,-400000,N/A
CSA_90,N/A,2500000,1250000,N/A,N/A,100000,100000,-200000,-200000,-400000,N/A
CSA_91,N/A,2500000,1250000,N/A,N/A,100000,100000,-200000,-200000,-400000,N/A
CSA_92,N/A,2500000,1250000,N/A,N/A,100000,100000,-200000,-200000,-400000,N/A
CSA_93,N/A,2500000,1250000,N/A,N/A,100000,100000,-200000,-200000,-400000,N/A
CSA_94,N/A,2500000,1250000,N/A,N/A,100000,100000,-200000,-200000,-400000,N/A
CSA_95,N/A,2500000,1250000,N/A,N/A,100000,100000,-200000,-200000,-400000,N/A
CSA_96,N/A,2500000,1250000,N/A,N/A,100000,100000,-200000,-200000,-400000,N/A
CSA_97,N/A,2500000,1250000,N/A,N/A,100000,100000,-200000,-200000,-400000,N/A
CSA_98,N/A,2500000,1250000,N/A,N/A,100000,100000,-200000,-200000,-400000,N/A
CSA_99,N/A,2500000,1250000,N/A,N/A,100000,100000,-200000,-200000,-400000,N/A
CSA_100,N/A,2500000,1250000,N/A,N/A,100000,100000,-200000,-200000,-400000,N/A
CSA_101,N/A,2500000,1250000,N/A,N/A,100000,100000,-200000,-200000,-400000,N/A
CSA_102,N/A,2500000,1250000,N/A,N/A,100000,100000,-200000,-200000,-400000,N/A
CSA_103,N/A,2500000,1250000,N/A,N/A,100000,100000,-200000,-200000,-400000,N/A
CSA_104,N/A,2500000,1250000,N/A,N/A,100000,100000,-200000,-200000,-400000,N/A
CSA_105,N/A,2500000,1250000,N/A,N/A,100000,100000,-200000,-200000,-400000,N/A
CSA_106,N/A,2500000,1250000,N/A,N/A,100000,100000,-200000,-200000,-400000,N/A
CSA_107,N/A,2500000,1250000,N/A,N/A,100000,100000,-200000,-200000,-400000,N/A
CSA_108,N/A,2500000,1250000,N/A,N/A,100000,100000,-200000,-200000,-400000,N/A
CSA_109,N/A,2500000,1250000,N/A,N/A,100000,100000,-200000,-200000,-400000,N/A
CSA_110,N/A,2500000,1250000,N/A,N/A,100000,100000,-200000,-200000,-400000,N/A
CSA_111,N/A,2500000,1250000,N/A,N/A,100000,100000,-200000,-200000,-400000,N/A
CSA_112,N/A,2500000,1250000,N/A,N/A,100000,100000,-200000,-200000,-400000,N/A
CSA_113,N/A,2500000,1250000,N/A,N/A,100000,100000,-200000,-200000,-400000,N/A
CSA_114,N/A,2500000,1250000,N/A,N/A,100000,100000,-200000,-200000,-400000,N/A
CSA_115,N/A,2500000,1250000,N/A,N/A,100000,100000,-200000,-200000,-400000,N/A
CSA_116,N/A,2500000,1250000,N/A,N/A,100000,100000,-200000,-200000,-400000,N/A
CSA_117,N/A,2500000,1250000,N/A,N/A,100000,100000,-200000,-200000,-400000,N/A
CSA_118,N/A,2500000,1250000,N/A,N/A,100000,100000,-200000,-200000,-400000,N/A
CSA_119,N/A,2500000,1250000,N/A,N/A,100000,100000,-200000,-200000,-400000,N/A
CSA_120,N/A,2500000,1250000,N/A,N/A,100000,100000,-200000,-200000,-400000,N/A
CSA_121,N/A,2500000,1250000,N/A,N/A,100000,100000,-200000,-200000,-400000,N/A
CSA_122,N/A,2500000,1250000,N/A,N/A,100000,100000,-200000,-200000,-400000,N/A
CSA_123,N/A,2500000,1250000,N/A,N/A,100000,100000,-200000,-200000,-400000,N/A
CSA_124,N/A,2500000,1250000,N/A,N/A,100000,100000,-200000,-200000,-400000,N/A
CSA_125,N/A,2500000,1250000,N/A,N/A,100000,100000,-200000,-200000,-400000,N/A
CSA_126,N/A,2500000,1250000,N/A,N/A,100000,100000,-200000,-200000,-400000,N/A
CSA_127,N/A,2500000,1250000,N/A,N/A,100000,100000,-200000,-200000,-400000,N/A
CSA_128,N/A,2500000,1250000,N/A,N/A,100000,100000,-200000,-200000,-400000,N/A
CSA_129,N/A,2500000,1250000,N/A,N/A,100000,100000,-200000,-200000,-400000,N/A
CSA_130,N/A,2500000,1250000,N/A,N/A,100000,100000,-200000,-200000,-400000,N/A
