Limits,NPV,CE,EEPE,Total Exposure,ColVA,CVA,DVA,FCA,FBA,FVA,IM
Trade_3305,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_7259,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_4919,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_5160,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_1216,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_5367,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_8951,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_8675,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_1104,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_5410,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_2607,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_5345,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_7917,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_4968,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_1416,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_7317,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_5859,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_7138,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_5621,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_1515,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_9298,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_6088,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_7173,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_2022,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_5674,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_6205,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_7283,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_3378,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_6183,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_1391,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_3482,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_8280,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_1723,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_9193,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_1920,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_6531,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_1418,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_4055,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_6405,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_1589,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_7633,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_4320,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_6494,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_8826,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_1681,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_5828,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_6164,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_5341,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_9730,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_9500,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_9435,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_3147,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_7753,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_5617,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_7936,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_7577,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_9119,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_3312,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_1221,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_7292,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_1024,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_6422,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_5538,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_8129,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_5288,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_9158,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_7468,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_3127,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_8703,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_8590,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_4614,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_7058,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_6056,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_5721,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_5448,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_4528,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_5760,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_7186,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_5599,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_3246,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_7104,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_6963,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_7354,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_5324,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_1465,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_2066,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_6429,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_9027,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_2598,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_7817,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_9826,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_3801,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_8757,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_1627,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_1376,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_4477,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_4123,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_6104,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_1691,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_6979,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_7529,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_8263,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_1000,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_9407,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_2293,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_1230,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_1699,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_9091,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_9063,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_6415,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_4367,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_9229,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_7747,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_9862,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_2525,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_8531,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_2481,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_4569,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_4673,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_7036,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_6487,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_5412,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_8728,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_2499,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_5487,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_1700,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_4782,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_3640,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_8528,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_9802,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_7899,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_8884,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_8519,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_3939,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_1053,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_5774,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_7788,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_5690,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_2085,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_7865,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_1207,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_7281,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_6743,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_2854,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_8975,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_9898,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_2571,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_4065,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_8972,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_4152,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_2155,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_5683,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_2502,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_9577,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_3931,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_3170,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_5103,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_2426,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_3916,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_3107,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_5509,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_4362,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_1454,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_2719,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_1369,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_4550,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_7424,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_8746,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_4208,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_8320,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_4724,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_4734,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_3661,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_3673,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_9895,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_2377,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_5734,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_3217,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_1718,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_5291,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_1706,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_4312,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_9302,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_4426,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_3818,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_5450,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_7805,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_8268,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_3409,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_3336,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_8640,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_9847,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_3614,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_3934,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_8170,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_5664,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_9532,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_9956,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_8036,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_5759,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_5033,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_4925,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_7426,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_5350,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_1773,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_5598,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_4177,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_8809,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_3654,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_4651,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_2254,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_2516,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_5925,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_3525,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_2879,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_2871,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_4166,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_5009,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_1903,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_7929,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_4995,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_1641,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_5528,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_1970,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_2031,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_6027,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_6363,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_7894,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_7486,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_7074,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_7766,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_5889,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
