#NettingSet,TradeType,Maturity,MaturityTime,NPV,NpvCurrency,NPV(Base),BaseCurrency,CE(Base)
CSA_112,,,,,,210200.816939,USD,224574.81972
CSA_111,,,,,,186847.530634,USD,663910.669146
CSA_110,,,,,,1569153.52068,USD,1569153.52068
CSA_117,,,,,,503078.227025,USD,552450.51709
CSA_116,,,,,,729850.012287,USD,775503.821743
CSA_115,,,,,,-627125.895515,USD,282992.543626
CSA_114,,,,,,287134.696108,USD,289623.983261
CSA_108,,,,,,-354649.694037,USD,63711.471709
CSA_109,,,,,,1019655.11437,USD,1199694.00371
CSA_100,,,,,,-855997.033967,USD,151851.965361
CSA_101,,,,,,-403499.487136,USD,456.917758
CSA_102,,,,,,-415569.529887,USD,8327.129402
CSA_103,,,,,,680709.965351,USD,705692.072617
CSA_104,,,,,,113221.336943,USD,217134.824029
CSA_105,,,,,,-1498092.68937,USD,97964.133172
CSA_106,,,,,,-579211.912473,USD,531537.668083
CSA_107,,,,,,933179.727207,USD,1932667.40713
CSA_13,,,,,,101275.600779,USD,192922.480998
CSA_12,,,,,,440724.759128,USD,443545.649944
CSA_11,,,,,,-537234.504051,USD,306875.316504
CSA_10,,,,,,-383860.255924,USD,239794.33682
CSA_17,,,,,,1462079.50823,USD,2090345.18662
CSA_16,,,,,,-834840.95831,USD,8659.241746
CSA_15,,,,,,-454950.331164,USD,1391.167456
CSA_14,,,,,,65719.585483,USD,628080.220086
CSA_19,,,,,,-443500.209409,USD,119670.7129
CSA_18,,,,,,-570823.491532,USD,32367.737501
CSA_130,,,,,,893896.087942,USD,1081322.71455
CSA_88,,,,,,692892.956031,USD,813236.304508
CSA_89,,,,,,39580.814815,USD,1008697.59035
CSA_84,,,,,,-36127.228481,USD,203488.544977
CSA_85,,,,,,-964932.366083,USD,0.0
CSA_86,,,,,,-395549.838543,USD,331763.150076
CSA_87,,,,,,919762.884812,USD,987231.367581
CSA_80,,,,,,-276910.473142,USD,0.0
CSA_81,,,,,,-825766.655692,USD,335247.265649
CSA_82,,,,,,321622.705106,USD,374270.476531
CSA_83,,,,,,-155374.392093,USD,11788.011936
CSA_66,,,,,,324563.547189,USD,698634.07657
CSA_67,,,,,,-257665.406187,USD,0.0
CSA_64,,,,,,-559431.034416,USD,79255.751194
CSA_65,,,,,,228421.999575,USD,265100.751838
CSA_62,,,,,,-190600.095282,USD,124011.565124
CSA_63,,,,,,1063528.90577,USD,1439575.66698
CSA_60,,,,,,-572173.834716,USD,277223.433218
CSA_61,,,,,,-177362.608435,USD,30608.138642
CSA_68,,,,,,-218701.079154,USD,196105.004525
CSA_69,,,,,,-73891.90453,USD,408984.020665
CSA_122,,,,,,-44422.588425,USD,117413.473626
CSA_123,,,,,,-32569.220592,USD,19343.717907
CSA_120,,,,,,-472569.847377,USD,22015.898318
CSA_121,,,,,,836196.024748,USD,847707.454726
CSA_126,,,,,,204963.455361,USD,355837.423832
CSA_127,,,,,,1175703.86115,USD,1175703.86115
CSA_124,,,,,,-170025.830237,USD,20029.039635
CSA_125,,,,,,-476389.677487,USD,461900.819674
CSA_128,,,,,,1939796.207,USD,1951842.17534
CSA_129,,,,,,269074.912593,USD,489961.51937
CSA_99,,,,,,-1691041.8085,USD,8781.508368
CSA_98,,,,,,-3640.923506,USD,521038.655334
CSA_93,,,,,,-18579.612697,USD,539370.940801
CSA_92,,,,,,157449.316427,USD,515272.558853
CSA_91,,,,,,458541.325115,USD,1077014.1857
CSA_90,,,,,,1004233.832,USD,1006258.29676
CSA_97,,,,,,-549803.584697,USD,197193.451054
CSA_96,,,,,,1379770.1427,USD,1379770.1427
CSA_95,,,,,,684106.518288,USD,1180631.35442
CSA_94,,,,,,-1774811.26451,USD,565286.753033
CSA_75,,,,,,1084321.83135,USD,1270870.40776
CSA_74,,,,,,709293.850946,USD,868921.336562
CSA_77,,,,,,-193673.578322,USD,149556.068193
CSA_76,,,,,,-409415.703579,USD,260865.431446
CSA_71,,,,,,-531545.00168,USD,25539.868194
CSA_70,,,,,,-1387251.23712,USD,75459.983185
CSA_73,,,,,,1012435.27364,USD,1027198.36609
CSA_72,,,,,,65009.611291,USD,177148.251797
CSA_79,,,,,,1362167.37425,USD,1726690.10973
CSA_78,,,,,,-60419.406852,USD,16361.839738
CSA_3,,,,,,411981.294314,USD,751637.673183
CSA_2,,,,,,1157205.41693,USD,1225721.65743
CSA_1,,,,,,-1390368.47442,USD,266534.270604
CSA_7,,,,,,330004.110273,USD,506706.468563
CSA_6,,,,,,380828.34997,USD,482744.030795
CSA_5,,,,,,-417282.034227,USD,120751.948776
CSA_4,,,,,,169728.117062,USD,315792.732315
CSA_9,,,,,,488135.318862,USD,530029.642771
CSA_8,,,,,,73476.305592,USD,466286.059797
