#NettingSet,TradeType,Maturity,MaturityTime,NPV,NpvCurrency,NPV(Base),BaseCurrency,CE(Base)
CSA_60,,,,,,-510891.237473,USD,283683.868931
CSA_61,,,,,,-181128.321557,USD,39912.915799
CSA_68,,,,,,-221287.820239,USD,208711.354116
CSA_69,,,,,,-8281.673277,USD,450047.251748
CSA_122,,,,,,-41942.0714,USD,122584.187826
CSA_123,,,,,,-33981.28309,USD,23275.07666
CSA_120,,,,,,-507321.787383,USD,29893.429581
CSA_121,,,,,,916573.18131,USD,930595.590506
CSA_126,,,,,,217495.497519,USD,381444.168951
CSA_127,,,,,,1167152.04997,USD,1167152.04997
CSA_124,,,,,,-162498.265616,USD,19079.911202
CSA_125,,,,,,-483350.292114,USD,491472.347753
CSA_128,,,,,,1895413.81484,USD,1904855.1841
CSA_129,,,,,,296908.024176,USD,519760.972238
CSA_99,,,,,,-1806366.73393,USD,8968.290842
CSA_98,,,,,,-5718.446034,USD,539888.774471
CSA_93,,,,,,-15293.898538,USD,561195.86448
CSA_92,,,,,,110005.958986,USD,524357.994159
CSA_91,,,,,,484538.495882,USD,1111491.68083
CSA_90,,,,,,921962.800505,USD,923767.715733
CSA_97,,,,,,-614966.078908,USD,204403.218833
CSA_96,,,,,,1447465.93286,USD,1447473.32734
CSA_95,,,,,,717604.083233,USD,1273724.76325
CSA_94,,,,,,-1861959.29996,USD,586359.340533
CSA_75,,,,,,1091082.32407,USD,1291677.6468
CSA_74,,,,,,773227.564115,USD,887602.880889
CSA_77,,,,,,-122893.250267,USD,157295.455505
CSA_76,,,,,,-390004.64372,USD,315089.555104
CSA_71,,,,,,-560812.855713,USD,26494.434498
CSA_70,,,,,,-1326348.30236,USD,79156.396818
CSA_73,,,,,,1065655.07437,USD,1079936.69433
CSA_72,,,,,,57674.122136,USD,183039.203948
CSA_79,,,,,,1396413.62401,USD,1810718.72241
CSA_78,,,,,,-58636.757243,USD,16364.611682
CSA_3,,,,,,353818.945713,USD,708772.790757
CSA_2,,,,,,1197044.94933,USD,1267247.42848
CSA_1,,,,,,-1445043.48305,USD,286664.25277
CSA_7,,,,,,305486.135128,USD,463335.194209
CSA_6,,,,,,374703.112944,USD,477260.083348
CSA_5,,,,,,-450435.363474,USD,113145.854522
CSA_4,,,,,,199930.201174,USD,341494.446434
CSA_9,,,,,,510916.883116,USD,554512.975371
CSA_8,,,,,,112001.778648,USD,476112.897444
