#NettingSet,TradeType,Maturity,MaturityTime,NPV,NpvCurrency,NPV(Base),BaseCurrency,CE(Base)
CSA_125,,,,,,-460361.057546,USD,387616.253261
CSA_128,,,,,,2367624.96288,USD,2394733.0824
CSA_129,,,,,,75763.217629,USD,333421.151678
CSA_99,,,,,,-1197953.67149,USD,6604.98019
CSA_98,,,,,,-7922.658474,USD,489797.461254
CSA_93,,,,,,-29680.36862,USD,405545.767027
CSA_92,,,,,,333189.27928,USD,634114.19023
CSA_91,,,,,,368063.367599,USD,899972.61011
CSA_90,,,,,,1414880.91718,USD,1417880.82543
CSA_97,,,,,,-231132.001087,USD,189520.666467
CSA_96,,,,,,1078407.06449,USD,1078407.06449
CSA_95,,,,,,480261.53817,USD,893754.829233
CSA_94,,,,,,-1287833.99317,USD,439512.003613
CSA_75,,,,,,1165831.61866,USD,1315708.03423
CSA_74,,,,,,450305.138856,USD,861718.722503
CSA_77,,,,,,-566163.291156,USD,96255.39383
CSA_76,,,,,,-497866.781428,USD,107604.824219
CSA_71,,,,,,-354136.818622,USD,26243.11127
CSA_70,,,,,,-1669769.51291,USD,58252.384617
CSA_73,,,,,,771523.944771,USD,793409.453794
CSA_72,,,,,,55827.922817,USD,176118.588748
CSA_79,,,,,,1185568.91004,USD,1488696.6252
CSA_78,,,,,,-85990.599575,USD,21411.372121
CSA_3,,,,,,595265.755036,USD,944862.599308
CSA_2,,,,,,1050879.18021,USD,1083258.73272
CSA_1,,,,,,-1292228.33223,USD,140776.663313
CSA_7,,,,,,430494.769538,USD,728594.536702
CSA_6,,,,,,452826.574231,USD,539720.826038
CSA_5,,,,,,-177934.817981,USD,169963.393027
CSA_4,,,,,,23382.74679,USD,220326.60551
CSA_9,,,,,,291889.152341,USD,326475.112794
CSA_8,,,,,,-128968.472853,USD,413312.079971
